ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_1,wt_GFPpos_24hpf_2,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_1,wt_GFPpos_48hpf_2,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_1,wt_GFPpos_72hpf_2,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_1,gata5_GFPpos_72hpf_2,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_1,tbx5_GFPpos_72hpf_2,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_1,hand2_GFPpos_72hpf_2
ENSDARG00000002613,46,48,121,24,21,11,21,0,0,0,42,0,23,0,0,9,28,13
ENSDARG00000002632,751,1628,2161,619,4908,7813,833,9540,10969,824,5468,6200,1569,10708,7274,918,8586,9818
ENSDARG00000002634,21,36,0,43,126,125,38,139,433,90,552,124,59,102,165,12,280,249
ENSDARG00000002635,15,0,0,121,46,23,48,46,9,138,86,40,935,244,42,273,22,67
ENSDARG00000002642,384,514,917,273,307,516,248,679,2101,227,274,323,799,969,672,321,728,596
ENSDARG00000002644,24,0,0,27,69,128,474,15,357,283,68,41,456,168,221,127,95,66
ENSDARG00000002656,16,13,223,310,768,547,139,731,1392,81,172,219,1232,706,435,260,406,752
ENSDARG00000002659,1836,3427,2819,1949,3157,4495,1283,4816,3792,1102,1575,2044,3019,4149,3157,1347,4428,4110
ENSDARG00000002663,32,28,157,62,698,911,57,1670,1758,79,486,701,211,1498,1591,86,1576,1537
ENSDARG00000002666,42,0,0,32,0,19,31,0,12,3,0,23,108,0,28,22,20,5
ENSDARG00000002670,120,292,330,140,201,301,98,141,153,166,260,120,469,587,326,206,237,94
ENSDARG00000002682,42,41,19,161,236,287,87,246,202,107,246,80,332,413,360,103,169,214
ENSDARG00000002690,33,112,126,66,129,157,58,247,385,41,125,94,104,215,72,30,100,54
ENSDARG00000002696,0,0,0,12,0,0,1221,1294,3517,361,72,48,1544,392,183,64,33,29
ENSDARG00000002701,8,7,3,10,9,19,46,102,0,0,1,0,67,18,0,32,28,8
ENSDARG00000002707,11,0,0,0,9,0,3,0,0,0,0,0,17,0,0,0,15,0
ENSDARG00000002710,3917,6477,7169,2487,2524,3083,1951,6008,5038,1492,1712,1989,5055,9000,4774,3854,8149,8994
ENSDARG00000002720,344,444,232,120,143,176,149,479,472,132,79,128,284,399,354,97,377,431
ENSDARG00000002722,0,0,0,0,0,1,0,56,0,4,0,0,0,9,0,18,22,1
ENSDARG00000002728,6,0,0,8,0,0,0,0,0,0,0,0,36,0,23,15,0,0
ENSDARG00000002731,265,770,1486,611,973,1346,979,2369,2832,812,887,1251,1334,3442,1473,631,3359,2338
ENSDARG00000002732,0,0,31,48,5,58,224,0,157,68,8,27,178,14,17,43,41,7
ENSDARG00000002745,1067,3724,4958,1503,10529,9581,615,3944,6178,1197,4025,6132,2980,7514,5570,2008,9811,8184
ENSDARG00000002748,100,286,699,333,59,288,245,203,402,276,45,94,738,376,94,226,297,218
ENSDARG00000002750,125,94,151,437,229,445,159,259,628,154,77,295,810,380,370,275,512,482
ENSDARG00000002754,25,51,90,42,38,61,36,121,153,26,18,84,53,125,92,50,77,178
ENSDARG00000002758,112,417,1056,587,1286,1032,639,2169,1949,990,682,665,2104,2212,1181,539,1481,1011
ENSDARG00000002760,0,0,1,33,48,47,160,76,160,144,5,18,259,53,14,93,51,0
ENSDARG00000002764,0,3,0,7,26,2,23,334,0,0,79,29,28,1210,341,6,84,86
ENSDARG00000002768,8,0,0,420,1958,1502,182,2312,9179,199,1739,1684,1684,3041,3665,595,2595,2203
ENSDARG00000002771,4,0,0,0,0,0,101,0,23,5,0,0,351,34,0,33,8,34
ENSDARG00000002773,0,0,53,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0
ENSDARG00000002779,7,28,0,16,0,0,6,45,414,36,16,28,12,0,0,0,32,12
ENSDARG00000002787,1519,978,2248,1529,967,1637,814,1084,2593,990,754,501,2957,2217,1000,967,1426,1196
ENSDARG00000002790,1481,7434,10564,1448,3096,4033,896,4458,4729,1169,1840,1935,2933,4692,3808,1274,4687,4107
ENSDARG00000002791,1932,3418,6226,1941,5747,7437,1644,7123,13196,1932,4002,3062,6452,11499,6328,3124,14075,11236
ENSDARG00000002792,845,970,1365,789,1209,1768,662,1933,2872,591,902,442,2183,2284,1325,1119,1713,1729
ENSDARG00000002794,11,0,0,0,25,27,14,0,56,20,26,29,4,2,0,18,2,64
ENSDARG00000002795,610,460,917,299,232,168,120,65,0,352,0,41,810,248,117,264,216,87
ENSDARG00000002798,69,205,303,115,285,108,26,175,283,64,233,104,247,415,129,72,427,218
ENSDARG00000002816,0,7,0,51,32,62,60,0,0,82,18,46,290,89,23,102,37,22
ENSDARG00000002826,225,467,736,113,107,150,127,136,147,72,218,50,209,23,51,139,108,145
ENSDARG00000002830,119,255,238,63,61,98,44,183,163,76,137,61,106,186,120,98,208,136
ENSDARG00000002831,129,9,140,64,85,47,76,0,365,86,29,14,113,80,35,35,59,75
ENSDARG00000002840,295,183,228,1405,335,688,481,708,2318,628,506,248,3189,659,451,762,508,610
ENSDARG00000002847,9,0,0,53,13,22,145,135,0,88,46,0,217,58,0,21,36,62
ENSDARG00000002872,135,118,155,351,190,171,128,352,217,111,102,93,498,287,167,111,181,208
ENSDARG00000002877,438,766,1214,372,939,1513,296,1089,1279,353,434,616,648,2575,1268,237,1595,1328
ENSDARG00000002880,144,354,238,259,408,547,156,372,443,111,134,207,648,886,239,196,507,393
ENSDARG00000002894,62,148,174,95,54,155,80,92,99,92,95,97,150,307,98,91,207,60
ENSDARG00000002897,61,422,107,85,143,444,104,267,415,81,90,68,260,445,212,165,488,556
ENSDARG00000002909,162,56,49,87,38,66,225,145,177,53,356,48,59,241,77,39,155,84
ENSDARG00000002912,215,394,371,493,480,624,279,692,1069,329,394,599,1053,1150,642,433,680,773
ENSDARG00000002916,549,727,1129,699,642,1331,457,700,1512,607,1051,851,1343,2917,1312,299,1851,1890
ENSDARG00000002917,0,0,0,2,33,0,3,15,0,0,25,0,1,269,28,0,35,30
ENSDARG00000002933,63,363,308,208,99,30,35,87,0,75,77,35,506,101,58,177,57,21
ENSDARG00000002937,520,495,769,530,504,744,469,394,1069,599,255,242,1095,258,70,646,953,362
ENSDARG00000002945,0,0,0,87,82,6,204,95,119,174,53,14,382,70,96,256,100,37
ENSDARG00000002947,24,40,135,100,36,103,85,122,583,58,149,185,262,420,216,75,481,339
ENSDARG00000002949,496,1337,1197,473,903,1244,352,818,2607,273,695,948,1106,1357,1021,424,1521,1612
ENSDARG00000002952,1267,1444,1119,817,594,1061,656,402,1185,614,272,340,1173,634,404,576,1153,606
ENSDARG00000002956,77,682,758,59,198,63,24,440,592,61,230,35,221,1053,423,74,1175,1063
ENSDARG00000002959,10,25,0,9,8,49,0,0,0,0,0,0,5,0,0,10,0,0
ENSDARG00000002967,52,94,189,82,218,192,89,250,618,144,204,279,255,404,331,102,476,281
ENSDARG00000002968,26,0,49,64,39,12,105,614,1573,104,254,27,92,3620,855,17,563,426
ENSDARG00000002970,434,270,695,703,517,725,376,566,964,495,410,280,1299,991,575,532,806,752
ENSDARG00000002971,385,553,897,420,260,384,229,360,529,115,139,104,656,562,307,207,480,343
ENSDARG00000002986,0,32,0,1,13,0,0,42,0,0,0,0,17,73,11,5,54,0
ENSDARG00000002988,2,0,0,47,40,42,14,298,385,33,74,91,87,546,164,22,187,159
ENSDARG00000002991,135,342,612,382,516,366,158,561,843,126,196,154,476,653,386,201,464,429
ENSDARG00000002994,139,156,144,315,203,153,155,182,965,190,199,150,489,434,211,157,155,211
ENSDARG00000003008,375,391,337,452,2123,2769,241,3257,2264,380,1236,1513,1819,3364,1917,623,2348,2168
ENSDARG00000003017,96,225,374,222,509,679,189,1162,1274,172,547,344,642,1054,621,136,754,984
ENSDARG00000003020,7,0,0,63,24,12,7,0,0,79,28,0,326,67,56,114,15,0
ENSDARG00000003021,16,17,28,7,0,0,17,0,0,8,0,0,44,49,35,0,0,0
ENSDARG00000003022,81,611,586,53,223,172,30,340,97,119,141,139,149,774,726,58,577,265
ENSDARG00000003027,54,100,55,36,218,145,48,116,412,91,36,41,96,69,135,15,89,75
ENSDARG00000003032,1774,3988,4451,2594,5081,5969,1587,9023,12889,1976,4637,5498,5976,11138,9559,3216,10225,8461
ENSDARG00000003035,1604,3094,2909,1553,1697,2362,1404,3470,5463,971,2115,1371,3432,7310,3428,1091,4816,4449
ENSDARG00000003041,143,510,408,153,325,473,80,67,389,63,133,184,368,464,257,141,616,508
ENSDARG00000003046,113,579,1269,571,1366,2497,94,698,528,360,329,85,1260,522,150,381,2318,548
ENSDARG00000003054,4,0,0,0,0,10,2,0,241,0,0,0,25,0,0,9,0,0
ENSDARG00000003058,159,323,324,136,277,503,76,278,1259,92,104,173,332,614,381,251,449,389
ENSDARG00000003061,397,709,1042,291,395,237,246,580,1159,236,274,263,575,899,221,308,559,411
ENSDARG00000003068,283,685,524,243,364,334,221,185,1079,236,305,213,548,627,349,110,600,575
ENSDARG00000003069,469,494,517,620,249,459,306,790,751,318,265,269,1159,1211,683,297,632,741
ENSDARG00000003077,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000003081,233,114,163,354,833,1091,207,736,4433,192,770,450,1078,1814,1105,505,1663,1118
ENSDARG00000003084,42,0,0,32,0,5,33,0,11,6,8,0,302,46,17,125,37,0
ENSDARG00000003085,39,44,0,95,26,72,50,207,156,64,57,0,208,152,49,132,77,87
ENSDARG00000003087,168,343,196,262,575,1040,185,1184,1963,159,466,703,601,1563,927,254,1186,1309
ENSDARG00000003091,29,32,33,67,46,71,35,0,181,60,562,190,48,21,14,39,40,11
ENSDARG00000003098,2393,2820,2231,4645,3081,4523,1655,3980,6167,2459,1987,1731,9398,4742,2951,3923,3591,3275
ENSDARG00000003109,175,493,395,259,834,808,260,1032,1486,232,824,500,970,1428,1012,197,1948,1307
ENSDARG00000003113,13,58,0,290,360,233,152,584,892,92,618,485,369,1264,959,151,1256,1435
ENSDARG00000003127,247,523,581,201,286,315,186,661,748,202,237,377,506,791,597,315,815,955
ENSDARG00000003132,194,558,544,117,637,768,152,764,1803,101,552,1112,288,1118,1096,152,1094,895
ENSDARG00000003142,97,200,308,365,228,272,177,115,0,230,95,124,757,232,122,278,314,208
ENSDARG00000003144,5,33,69,5,69,93,6,0,200,42,30,59,13,115,126,19,49,82
ENSDARG00000003145,16,0,0,188,79,122,126,136,253,65,117,52,458,253,51,263,91,139
ENSDARG00000003146,2,0,0,0,0,0,3,7,0,3,0,0,88,0,0,11,16,20
ENSDARG00000003151,1604,1796,2331,1765,4314,5587,1038,5042,6776,1049,3431,4291,3903,5465,5565,2287,5427,6217
ENSDARG00000003153,232,240,402,257,288,485,196,318,625,84,77,229,355,291,238,172,339,334
ENSDARG00000003157,20,76,76,40,3,86,6,30,89,18,25,0,204,98,33,35,64,36
ENSDARG00000003165,522,234,498,109,228,343,109,721,575,146,304,151,293,536,249,95,590,347
ENSDARG00000003167,155,412,436,184,366,500,105,526,916,38,274,177,286,359,339,143,321,323
ENSDARG00000003169,1030,455,641,1925,1532,2043,659,2080,2122,1056,1061,1147,4386,2227,1618,1691,2062,1963
ENSDARG00000003175,205,394,300,210,581,899,182,567,1616,265,713,221,433,852,575,237,765,781
ENSDARG00000003181,0,0,0,0,0,24,0,0,0,0,19,0,0,25,15,7,33,2
ENSDARG00000003189,2867,4841,5401,2550,2939,4357,1247,3493,8596,1044,2276,1543,3873,5724,3446,1886,4505,4163
ENSDARG00000003193,52,7,0,103,68,70,73,0,430,115,323,143,104,0,68,51,86,60
ENSDARG00000003197,60,112,0,89,158,127,30,0,185,57,139,66,206,148,114,114,190,174
ENSDARG00000003200,85,52,17,36,4,13,35,0,0,2,0,57,55,101,0,2,12,11
ENSDARG00000003203,0,0,0,0,15,53,3,0,134,27,234,82,24,0,29,0,39,22
ENSDARG00000003205,129,331,402,165,341,542,116,593,831,139,192,222,318,698,381,78,637,343
ENSDARG00000003206,37,162,283,81,157,76,59,308,9,201,67,108,261,252,214,110,260,161
ENSDARG00000003207,37,171,143,59,68,99,69,30,277,122,152,71,131,60,7,104,141,108
ENSDARG00000003208,64,55,37,98,69,147,68,161,244,117,48,74,196,113,199,46,170,105
ENSDARG00000003209,8,73,10,8,0,10,5,0,0,11,5,0,16,0,0,0,12,0
ENSDARG00000003210,0,0,0,120,39,37,107,102,841,252,25,2,850,53,1,233,26,74
ENSDARG00000003213,1702,3491,4828,1300,1755,2748,759,3067,3728,696,1163,1097,2136,4612,2274,1101,3937,3687
ENSDARG00000003216,28,12,67,99,612,262,350,1437,2109,209,1837,1596,476,3343,2470,229,2986,1724
ENSDARG00000003217,533,2460,3220,279,358,389,168,469,613,87,185,247,399,907,390,68,534,640
ENSDARG00000003219,26,0,0,35,42,0,26,257,638,112,193,30,62,217,136,39,328,168
ENSDARG00000003229,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSDARG00000003235,304,644,594,298,194,573,238,418,697,112,270,132,633,828,384,249,640,457
ENSDARG00000003244,92,247,80,118,710,701,182,740,837,132,132,335,281,1113,549,174,683,723
ENSDARG00000003250,5,249,229,44,70,42,35,133,0,11,74,84,212,67,140,63,234,95
ENSDARG00000003251,217,219,408,292,273,329,210,224,144,196,122,180,580,565,371,278,331,308
ENSDARG00000003257,23,146,0,52,31,7,14,27,163,51,42,61,96,116,68,22,33,29
ENSDARG00000003259,0,0,10,28,23,36,164,191,0,60,35,4,70,90,36,46,71,12
ENSDARG00000003269,561,895,1118,896,1699,1943,518,2244,2741,622,1338,1031,2111,4033,1742,603,2540,2093
ENSDARG00000003270,189,449,639,114,184,231,84,309,293,49,184,284,307,440,201,90,321,319
ENSDARG00000003281,74,220,150,154,268,150,74,214,917,317,554,490,649,759,881,338,416,349
ENSDARG00000003287,198,475,447,167,182,238,140,285,189,118,81,126,243,383,213,148,453,316
ENSDARG00000003290,53,24,2,382,55,114,136,10,190,90,26,89,953,152,96,243,47,55
ENSDARG00000003293,481,368,497,1375,452,796,1110,894,3398,1940,637,430,3684,1085,456,2056,744,575
ENSDARG00000003303,0,0,1,6,0,0,9,0,0,28,0,0,35,18,24,20,0,0
ENSDARG00000003307,287,565,518,321,416,749,159,623,688,179,151,189,797,835,494,382,552,458
ENSDARG00000003308,450,684,768,518,890,994,445,1199,1045,431,720,581,1119,1194,1160,453,1415,1336
ENSDARG00000003311,163,443,714,735,628,771,296,1578,1304,791,550,575,1860,1053,1011,965,1021,558
ENSDARG00000003313,0,0,0,35,8,0,27,0,128,27,208,25,28,13,33,9,51,8
ENSDARG00000003320,169,520,504,288,572,697,171,554,1073,120,501,265,826,938,559,245,841,739
ENSDARG00000003326,0,0,0,0,0,0,3,0,0,0,0,0,50,0,0,9,0,1
ENSDARG00000003328,262,582,817,250,332,393,178,662,485,147,183,151,493,810,356,235,593,428
ENSDARG00000003344,0,25,0,26,0,0,5,0,0,23,0,0,4,8,0,0,0,12
ENSDARG00000003373,144,339,543,133,364,807,125,367,618,72,218,442,213,463,338,77,480,552
ENSDARG00000003375,71,114,166,91,127,241,156,215,152,21,139,169,108,367,324,54,565,389
ENSDARG00000003380,4,40,52,104,73,128,35,177,13,14,45,40,232,253,94,43,153,75
ENSDARG00000003381,25,6,0,21,17,44,25,146,137,23,20,52,36,36,0,13,32,11
ENSDARG00000003382,261,231,943,319,260,469,170,507,1117,232,328,225,637,959,643,371,541,557
ENSDARG00000003383,21,67,113,173,289,278,107,767,136,143,242,290,399,266,292,75,221,238
ENSDARG00000003395,38,0,0,55,48,23,36,0,0,31,9,14,14,21,0,10,15,15
ENSDARG00000003398,530,752,540,565,420,484,386,920,943,286,445,278,758,921,314,214,716,613
ENSDARG00000003399,116,59,0,11,32,36,9,0,0,0,53,12,21,0,0,17,21,24
ENSDARG00000003403,91,89,174,706,344,788,191,613,760,623,528,369,3365,1071,767,1471,780,762
ENSDARG00000003411,68,21,0,133,0,42,83,265,237,70,46,17,123,143,0,76,35,2
ENSDARG00000003414,0,0,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0
ENSDARG00000003420,20,0,0,28,23,1,22,0,0,48,0,3,283,27,0,115,12,23
ENSDARG00000003421,135,175,398,230,438,675,414,409,2010,322,417,200,995,1025,591,501,1049,557
ENSDARG00000003429,723,1300,1398,1387,1332,1823,853,2379,2936,610,666,805,1851,1421,1315,880,1642,1594
ENSDARG00000003444,70,89,281,125,162,105,32,238,152,45,181,172,169,364,118,82,206,93
ENSDARG00000003446,303,257,367,203,415,416,159,807,923,104,369,144,490,926,608,126,877,788
ENSDARG00000003449,87,666,970,207,431,624,159,1020,545,193,373,399,722,1153,533,253,1043,927
ENSDARG00000003462,1340,12198,23696,826,823,1236,194,732,1090,209,410,638,463,1286,772,270,799,1056
ENSDARG00000003469,382,0,0,1480,209,753,401,433,781,881,456,191,1582,271,75,711,246,373
ENSDARG00000003475,12,19,0,6,17,0,4,0,0,0,0,0,26,0,0,11,0,31
ENSDARG00000003486,1281,2340,2805,1604,1863,2374,940,2059,4143,879,1204,1370,3240,3508,2087,1168,3016,2258
ENSDARG00000003487,824,2130,2172,558,357,608,355,520,909,386,270,228,1153,761,665,388,688,739
ENSDARG00000003495,395,349,293,1102,677,912,491,453,1250,749,698,442,4101,1287,550,1141,1337,1301
ENSDARG00000003512,247,1119,1817,563,1459,2066,295,1797,1831,329,456,578,1690,1949,857,456,1394,1172
ENSDARG00000003517,18,21,101,144,452,416,39,324,120,47,271,123,232,356,373,132,574,270
ENSDARG00000003519,155,332,308,82,127,143,102,385,203,124,181,195,120,368,292,47,340,370
ENSDARG00000003520,26,36,86,55,83,131,61,228,959,144,106,55,194,139,163,61,274,199
ENSDARG00000003523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,25,14
ENSDARG00000003526,833,1579,1144,512,1167,1444,582,1930,2606,355,974,594,1075,1341,1953,500,2031,1467
ENSDARG00000003527,229,252,877,200,359,353,212,525,816,136,123,335,308,554,336,141,770,773
ENSDARG00000003531,621,741,922,781,1159,1265,559,1649,1508,324,598,779,1161,1324,875,686,1241,1151
ENSDARG00000003533,0,0,0,3,0,0,44,21,484,151,93,13,87,16,39,45,34,1
ENSDARG00000003544,155,148,195,333,131,189,145,169,726,230,239,142,956,398,272,296,244,279
ENSDARG00000003553,0,0,0,0,0,0,0,0,0,0,0,6,2,41,0,0,0,1
ENSDARG00000003564,117,367,59,39,184,224,101,154,1,76,86,114,160,558,248,91,351,254
ENSDARG00000003570,1147,2856,4625,4233,3298,4175,4278,8204,15814,2390,3641,1671,8486,19552,3782,3320,6828,6922
ENSDARG00000003573,45,124,215,96,521,292,91,427,373,38,196,210,301,355,355,76,478,429
ENSDARG00000003576,7,17,61,38,291,139,41,198,389,14,125,43,169,316,455,137,253,349
ENSDARG00000003584,76,131,182,81,307,386,77,422,540,162,294,409,119,592,474,43,547,427
ENSDARG00000003592,105,50,412,114,142,238,61,31,438,112,113,26,131,152,173,116,304,282
ENSDARG00000003599,16858,35371,38752,11306,26761,32696,9435,45909,67943,9942,27437,25019,21356,49087,35127,15669,49960,46147
ENSDARG00000003607,944,1265,1273,899,993,1322,222,1529,1864,404,406,730,1021,1358,1141,552,1201,1066
ENSDARG00000003615,4,67,29,1,18,11,2,44,185,1,42,0,19,37,0,4,24,11
ENSDARG00000003616,319,753,794,497,472,654,384,767,1215,385,388,239,930,1195,294,274,698,532
ENSDARG00000003631,305,340,740,586,444,631,565,789,1063,606,574,398,1559,1098,770,795,1251,965
ENSDARG00000003632,0,0,0,0,3,34,0,0,0,0,0,0,8,0,19,0,72,15
ENSDARG00000003635,22,122,43,54,34,32,32,40,340,102,79,43,60,427,120,47,160,75
ENSDARG00000003641,407,815,744,424,879,1526,334,776,1700,373,334,351,1211,1968,858,415,1510,1167
ENSDARG00000003642,90,164,294,19,244,408,65,545,1037,66,212,152,313,745,350,159,435,339
ENSDARG00000003655,58,84,88,506,483,491,82,469,517,454,269,196,1914,378,348,754,400,380
ENSDARG00000003675,59,366,319,3,617,554,48,556,718,14,221,197,139,873,363,47,537,544
ENSDARG00000003680,404,1099,1515,1991,1267,1849,642,1110,1153,1369,438,314,4825,694,394,1009,506,478
ENSDARG00000003681,1763,5002,8378,1495,2480,3180,1007,5964,6018,1022,1928,1711,3115,5837,3721,1740,4129,4500
ENSDARG00000003684,93,298,900,30,1054,1866,43,585,1114,23,78,0,202,500,302,75,1793,598
ENSDARG00000003693,361,1311,1739,274,326,441,141,1107,776,163,320,387,701,999,431,265,893,865
ENSDARG00000003695,737,836,1130,1330,5364,5035,937,6799,7160,1070,3608,4490,3582,8468,5650,1637,7600,6121
ENSDARG00000003697,14,7,0,8,0,0,5,0,0,0,79,15,12,5,40,0,110,29
ENSDARG00000003699,331,872,1157,332,1499,2380,281,1479,1470,250,904,713,842,3052,1022,348,2656,2336
ENSDARG00000003701,6,144,352,24,0,5,0,0,120,0,0,0,23,0,0,0,0,1
ENSDARG00000003705,287,608,704,659,1713,2529,319,1723,2583,564,975,808,2597,2905,1677,775,2617,1795
ENSDARG00000003706,38,1085,2788,19,3614,4860,53,3252,3469,12,1095,111,38,1158,265,45,8569,2200
ENSDARG00000003732,140,158,137,12,2473,3550,0,966,1398,42,388,1679,20,1954,1828,15,1908,1582
ENSDARG00000003749,321,396,295,565,433,480,234,556,1446,236,250,58,908,483,220,467,496,274
ENSDARG00000003750,605,987,1016,162,17067,26789,163,13057,12013,112,7426,12755,227,19547,13075,57,16162,16797
ENSDARG00000003751,400,701,1076,366,328,598,172,186,611,309,335,137,631,658,280,187,706,452
ENSDARG00000003754,202,1077,1871,281,173,280,276,526,47,281,132,252,755,445,296,189,215,147
ENSDARG00000003757,91,146,163,70,207,225,139,702,633,94,314,265,139,611,260,27,680,356
ENSDARG00000003769,86,175,250,167,133,100,73,219,280,110,75,87,217,158,79,69,102,63
ENSDARG00000003776,204,735,2098,425,603,619,309,659,1087,434,463,203,1106,925,750,371,1205,744
ENSDARG00000003779,1042,88,167,1497,441,655,318,648,2097,455,308,156,3552,935,247,1166,277,196
ENSDARG00000003789,783,512,326,1038,523,856,426,844,1802,517,537,317,2499,2053,819,702,1007,773
ENSDARG00000003795,2124,3065,2319,2002,3974,4185,1644,6114,9196,1091,3610,2536,4225,8521,5789,2327,8123,6630
ENSDARG00000003797,2,0,40,12,1,43,4,13,61,16,29,0,14,28,50,14,47,2
ENSDARG00000003803,11,0,0,142,28,61,91,43,151,85,50,11,329,48,65,123,34,1
ENSDARG00000003808,110,51,278,213,6421,5843,694,16958,18497,437,4413,8970,461,11137,12756,182,11830,11993
ENSDARG00000003811,842,1224,1810,877,763,1103,886,934,1748,1276,735,484,2018,2132,1048,973,2339,1686
ENSDARG00000003818,256,910,1921,498,701,1090,390,1592,968,311,346,203,873,1237,637,379,1103,1006
ENSDARG00000003820,27,70,91,553,1275,942,518,1381,1714,665,607,458,2079,2441,1239,1148,3187,2113
ENSDARG00000003822,39,36,262,66,178,140,28,315,334,55,91,122,100,152,143,24,116,28
ENSDARG00000003827,82,286,475,78,74,147,89,279,476,70,85,14,211,56,196,136,312,233
ENSDARG00000003829,421,593,480,438,589,852,372,773,1228,460,537,458,1168,1667,753,356,1155,1258
ENSDARG00000003835,601,1554,1631,719,7797,10033,953,11109,11666,1078,5739,9049,2398,13482,10929,1376,11811,12560
ENSDARG00000003841,43,79,76,62,49,125,50,202,78,75,23,58,94,122,113,25,140,86
ENSDARG00000003845,170,694,890,411,461,518,174,1079,396,94,366,206,877,964,476,262,743,533
ENSDARG00000003846,62,317,298,183,282,142,81,368,528,139,181,95,208,391,208,114,277,223
ENSDARG00000003854,283,719,2209,324,634,981,352,680,1532,263,474,246,530,1247,479,364,1946,910
ENSDARG00000003860,912,1837,1848,661,884,643,453,1603,2105,291,542,574,988,1300,838,517,1154,1518
ENSDARG00000003865,37,122,107,60,49,64,28,8,499,39,32,29,58,148,73,17,69,42
ENSDARG00000003866,1024,1857,1579,1186,2161,2529,763,3238,4968,906,1641,1155,2405,3187,1934,706,2990,2386
ENSDARG00000003867,13,0,0,47,65,63,29,149,0,114,0,27,113,90,0,123,98,68
ENSDARG00000003869,114,151,319,78,241,167,138,399,773,78,208,99,185,612,388,109,516,301
ENSDARG00000003872,220,273,365,374,305,229,283,446,876,353,114,61,1011,375,200,478,276,193
ENSDARG00000003877,55,34,226,477,314,266,162,316,420,204,238,283,1819,622,372,481,253,407
ENSDARG00000003899,32,62,98,51,143,84,29,170,96,49,77,49,68,142,142,51,76,115
ENSDARG00000003900,6,20,23,7,0,0,0,0,0,21,14,0,17,23,17,0,12,2
ENSDARG00000003902,0,0,0,30,287,115,37,1221,2083,40,1147,411,82,4565,1951,66,5246,6395
