ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_1,wt_GFPpos_24hpf_2,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_1,wt_GFPpos_48hpf_2,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_1,wt_GFPpos_72hpf_2,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_1,gata5_GFPpos_72hpf_2,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_1,tbx5_GFPpos_72hpf_2,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_1,hand2_GFPpos_72hpf_2
ENSDARG00000097176,0,0,0,0,0,0,6,0,0,6,26,0,0,0,0,0,6,0
ENSDARG00000097178,22,64,318,131,83,94,91,37,327,97,67,0,126,0,0,109,111,56
ENSDARG00000097179,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0
ENSDARG00000097180,18,64,40,22,61,14,3,148,136,65,15,28,45,98,74,28,29,119
ENSDARG00000097181,12,18,0,0,0,0,3,0,0,0,15,0,5,0,0,0,0,0
ENSDARG00000097182,8,0,0,17,0,0,0,0,0,27,0,0,54,1,0,16,20,32
ENSDARG00000097183,0,0,0,0,0,0,0,0,0,0,12,0,16,1,0,0,0,0
ENSDARG00000097185,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000097187,0,0,0,10,0,32,86,96,0,15,41,5,313,6,1,84,11,28
ENSDARG00000097189,112,28,319,51,28,26,17,0,0,5,24,0,52,43,82,20,21,28
ENSDARG00000097190,0,0,0,0,0,0,0,0,0,0,0,0,4,59,0,9,9,21
ENSDARG00000097191,148,261,192,171,114,130,39,203,368,124,188,55,364,267,73,58,250,242
ENSDARG00000097192,0,0,0,29,29,10,19,43,263,7,75,4,96,48,0,46,84,68
ENSDARG00000097193,11,63,316,18,0,0,12,73,0,5,0,0,7,129,70,0,33,28
ENSDARG00000097195,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,23
ENSDARG00000097196,0,0,0,71,0,40,19,136,0,97,36,0,675,78,60,87,14,0
ENSDARG00000097197,8,9,0,7,0,4,2,0,0,0,2,0,20,2,0,12,6,20
ENSDARG00000097202,108,325,122,229,206,336,52,0,0,145,64,18,341,182,126,174,432,219
ENSDARG00000097203,31,0,0,21,23,21,30,74,0,0,0,0,52,45,11,27,51,1
ENSDARG00000097204,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSDARG00000097205,154,169,310,614,304,321,474,810,1873,669,406,305,2265,1283,712,541,1023,710
ENSDARG00000097206,21,11,0,17,44,41,13,148,119,0,78,68,35,90,105,15,81,36
ENSDARG00000097207,0,12,0,0,0,0,16,0,145,6,0,0,5,0,0,0,10,0
ENSDARG00000097208,0,0,32,0,1712,1090,3,6073,4820,21,3025,4481,58,7247,5520,55,4626,4943
ENSDARG00000097209,0,0,38,3,10,15,1,0,0,0,3,59,9,43,133,0,165,65
ENSDARG00000097211,81,0,0,251,83,104,40,334,0,104,88,64,544,99,48,418,48,1
ENSDARG00000097212,5,0,40,0,0,0,4,0,42,8,0,0,6,0,0,0,0,0
ENSDARG00000097213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSDARG00000097214,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,38
ENSDARG00000097215,42,84,125,68,87,25,46,55,0,85,0,4,148,163,44,33,51,150
ENSDARG00000097216,114,220,61,127,308,182,138,455,194,134,179,182,189,276,94,89,278,223
ENSDARG00000097217,12,7,0,9,45,16,19,67,1,14,0,0,22,0,12,30,68,53
ENSDARG00000097219,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0
ENSDARG00000097220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
