ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_av,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_av,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_av,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_av,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_av,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_av
ENSDARG00000098287,10,36,10,27.5,2,0,0,1,9,3,0,11
ENSDARG00000098288,13,49,72,381.5,98,501.5,48,254,312,398.5,93,557.5
ENSDARG00000098289,0,2,0,0,0,0,18,0,19,14,6,5.5
ENSDARG00000098290,1,0,209,25.5,39,224,68,42.5,810,43.5,343,17.5
ENSDARG00000098291,0,0.5,26,1.5,16,0.5,30,5.5,105,12,20,6
ENSDARG00000098292,0,0,18,0,0,0,0,0,0,0,0,0
ENSDARG00000098293,0,39.5,5,173,24,508.5,32,251,18,663,14,746
ENSDARG00000098294,473,685.5,102,33,46,19,130,7,142,85.5,37,42
ENSDARG00000098295,146,166.5,246,232.5,183,186.5,118,66,588,117.5,140,113
ENSDARG00000098296,57,672,75,483.5,50,1312,13,565.5,156,2572,16,2426
ENSDARG00000098297,54,107,45,246,29,171,116,90.5,117,329,91,281
ENSDARG00000098299,153,302.5,146,127.5,92,226.5,44,58,362,286,115,189.5
ENSDARG00000098301,0,0,0,3,0,0,0,0,0,0,0,0
ENSDARG00000098302,50,78.5,26,146.5,3,36.5,41,59,1,84.5,16,142.5
ENSDARG00000098303,34,48,8,10,6,6.5,8,7.5,10,24,42,44
ENSDARG00000098304,372,587,449,3813,730,5007.5,557,3442.5,1751,7156.5,754,6002.5
ENSDARG00000098305,2,4,3,49,7,29.5,3,16.5,38,76.5,2,9
ENSDARG00000098306,2,29.5,12,7,10,6.5,0,45,23,26,9,54
ENSDARG00000098308,65,0,33,18.5,331,206.5,196,48,364,29.5,71,82.5
ENSDARG00000098311,199,210,162,208.5,73,94,117,136,212,336,222,261
ENSDARG00000098312,1310,2850.5,998,1848,559,4535.5,1706,2578.5,3147,4889.5,756,4810
ENSDARG00000098313,73,200,61,191.5,25,501.5,38,136.5,63,323,33,315
ENSDARG00000098315,41,30.5,47,22,45,500,24,52,16,1059.5,10,245.5
ENSDARG00000098316,0,25.5,17,28.5,0,19.5,0,13.5,19,45.5,0,60
ENSDARG00000098317,257,324.5,622,695,306,665.5,408,322.5,1551,978,584,704
ENSDARG00000098318,4,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000098319,0,0,0,0,2,0,0,0,0,0,0,4
ENSDARG00000098320,0,0,4,0,0,0,11,0,163,5.5,33,0.5
ENSDARG00000098323,70,116,165,43,142,140.5,13,21,175,97.5,51,57
ENSDARG00000098324,21,75,4,57,0,22.5,6,24,53,66.5,29,0
ENSDARG00000098325,0,0,7,0,14,101.5,2,0,10,0,4,0.5
ENSDARG00000098326,0,0.5,14,19.5,6,0,0,0,1,0,0,0
ENSDARG00000098327,11,61,39,91.5,63,265,27,80,185,228.5,37,152
ENSDARG00000098328,0,0,13,0,0,0,0,0,20,0,0,0
ENSDARG00000098330,12,9.5,50,21.5,4,225.5,37,30.5,84,68.5,63,20
ENSDARG00000098332,119,347.5,27,30.5,50,286.5,11,7.5,59,64.5,51,126.5
ENSDARG00000098334,60,136,26,38.5,14,159,10,53,114,106,20,59.5
ENSDARG00000098335,0,0,0,0,0,0,0,1,0,0,0,0
ENSDARG00000098338,44,111,19,46.5,28,212,0,25,61,44.5,35,89.5
ENSDARG00000098342,0,0,11,3.5,0,0,0,0,3,0,1,0.5
ENSDARG00000098343,0,3.5,0,21,0,0,0,0,0,13,0,11.5
ENSDARG00000098344,105,268.5,109,525.5,189,381,161,274,280,506,194,494
ENSDARG00000098345,1,0,23,30.5,138,331.5,46,36,87,16,21,61.5
ENSDARG00000098347,0,0,0,0,0,0,0,0,0,12,0,0
ENSDARG00000098348,13,4.5,13,8.5,29,65.5,54,3.5,58,46,15,46
ENSDARG00000098349,295,1055,680,975,474,1177.5,529,515,1912,820.5,916,877.5
ENSDARG00000098350,172,138,295,168,98,520.5,135,253,385,364,241,216
ENSDARG00000098351,5,94.5,9,18,9,1,5,12,25,41,25,36
ENSDARG00000098353,0,0,7,1.5,0,0,0,0,1,0,0,11
ENSDARG00000098354,11,0.5,16,3.5,1,0.5,38,21,45,42,13,14
ENSDARG00000098355,307,835.5,291,980.5,262,1277,141,950,674,1012,304,1304.5
ENSDARG00000098357,32,246,37,53.5,22,40.5,23,50,158,213,60,154
ENSDARG00000098359,365,294,197,118,254,383.5,181,186,317,225.5,110,104.5
ENSDARG00000098360,11,19.5,42,37.5,12,30,4,4,37,40.5,10,21
ENSDARG00000098361,281,657.5,404,597.5,152,558,300,459,755,987,468,710
ENSDARG00000098362,7,0,18,30.5,33,115,21,55.5,80,64.5,38,45.5
ENSDARG00000098363,0,0,0,0,0,0,0,8,0,0,0,0
ENSDARG00000098364,0,0,7,9,7,0,56,0,17,0,0,10.5
ENSDARG00000098365,14,23.5,0,0,16,0,0,15,5,0,0,4.5
ENSDARG00000098367,308,804.5,438,946.5,458,1328.5,458,367.5,698,1164,328,1400
ENSDARG00000098368,249,64,2130,539.5,491,837,940,366.5,8009,649.5,2101,411.5
ENSDARG00000098369,0,3,37,13,19,168.5,0,39,36,96.5,31,44.5
ENSDARG00000098371,31,7.5,18,20.5,4,1,5,12,22,24,13,22.5
ENSDARG00000098372,9,9,0,0,22,0,0,19.5,42,0,7,4.5
ENSDARG00000098373,3,0.5,1,7.5,0,43.5,0,0.5,27,25.5,0,12.5
ENSDARG00000098374,308,671,574,210.5,709,1141.5,606,400,1028,968.5,533,740.5
ENSDARG00000098375,931,2079,377,787.5,385,1634,317,417.5,630,1608,316,1531.5
ENSDARG00000098376,0,0,0,4,59,239.5,14,32,88,31.5,15,0.5
ENSDARG00000098377,34,57,27,7.5,27,7.5,13,23,39,0,28,18
ENSDARG00000098378,314,536.5,164,846,184,940.5,155,882,340,870,161,1258
ENSDARG00000098379,3,0,19,73,2,68,13,7.5,93,91,16,51.5
ENSDARG00000098380,10,4,83,68,94,445.5,483,39.5,1943,374,563,166.5
ENSDARG00000098381,0,0,0,0,0,0.5,0,1,1,1,1,1
ENSDARG00000098383,16,26.5,15,22,17,142.5,2,3,40,38,20,50.5
ENSDARG00000098384,83,73.5,48,143,26,193,96,96.5,133,158.5,28,131
ENSDARG00000098385,343,477,22,59.5,317,539.5,24,43,107,4687.5,107,324.5
ENSDARG00000098386,134,529.5,40,191.5,69,552,102,466.5,139,641,39,503.5
ENSDARG00000098387,114,463,59,464.5,210,773.5,73,346.5,243,820,89,1067
ENSDARG00000098388,0,0,0,0,0,0.5,0,1,1,1,1,1
ENSDARG00000098389,29,27.5,38,55,23,80,47,11,91,115,65,104.5
ENSDARG00000098390,35,61,48,54.5,30,255.5,52,74.5,119,101.5,77,115
ENSDARG00000098391,134,204,305,490,175,515,161,370.5,387,409.5,277,516.5
ENSDARG00000098392,5,0,412,75,236,238,143,37,445,53,56,33.5
ENSDARG00000098393,0,1,0,0.5,0,0,0,0,0,1.5,0,0.5
ENSDARG00000098395,0,0,17,14,4,0,0,0,23,0,0,0
ENSDARG00000098396,0,6.5,0,0,8,0,0,0,10,14,7,7.5
ENSDARG00000098397,0,0,0,0,0,148,0,2,51,67.5,18,100
ENSDARG00000098398,8,1.5,1,12,4,0,57,37,26,16,20,77
ENSDARG00000098399,0,0,0,0,0,0,4,0,0,0,0,0
ENSDARG00000098401,35,80,32,23.5,72,263.5,25,68,74,87.5,19,92
ENSDARG00000098402,0,0,0,0,5,0,0,0,2,0,0,6
ENSDARG00000098403,19,18,9,0,11,44,0,0,0,0,8,38
ENSDARG00000098405,1293,2059.5,741,1965,712,3271,690,2016.5,1167,3455,528,4405
ENSDARG00000098406,91,161.5,23,61.5,18,200,23,60,195,139.5,49,159
ENSDARG00000098407,0,0,0,3,0,0,9,0,3,0,0,0
ENSDARG00000098408,16,19.5,6,16,20,145.5,40,30.5,63,390,74,141
ENSDARG00000098409,15,76.5,39,130.5,34,549.5,84,209.5,304,484.5,148,737
ENSDARG00000098410,8,6.5,2,0,0,0,18,8,11,0,3,0
ENSDARG00000098411,3,0,0,0,0,0,0,0,0,5.5,0,0
ENSDARG00000098414,106,357,98,264.5,115,438,65,30.5,268,159.5,126,224
ENSDARG00000098415,35,72,12,8,9,75,0,35.5,5,12,0,28
ENSDARG00000098416,0,0,0,2,0,0,0,0,5,0,0,0.5
ENSDARG00000098417,1,0,46,9.5,1,38.5,70,3.5,103,19.5,40,22.5
ENSDARG00000098418,7,2.5,72,21,17,82.5,35,0,224,51.5,42,3
ENSDARG00000098419,32,21.5,20,45,23,59,34,33,130,66.5,87,31
ENSDARG00000098420,51,126,61,119.5,66,392,47,82,135,196,127,266.5
ENSDARG00000098422,0,22.5,2,5.5,0,0.5,1,0,16,0,6,15.5
ENSDARG00000098424,761,1323.5,1160,823.5,284,938.5,455,360.5,1703,1282,631,990.5
ENSDARG00000098426,83,40,45,43.5,3,130,44,40.5,95,7,77,67.5
ENSDARG00000098427,0,0,0,0,0,0.5,0,0.5,0,0,0,0
ENSDARG00000098428,4,0,107,12,9,110,34,32,210,18,109,12.5
ENSDARG00000098430,21,15,33,31,29,97.5,25,0,18,19.5,8,8
ENSDARG00000098431,571,47.5,218,375.5,312,354,203,78,790,113.5,364,157.5
ENSDARG00000098432,375,540,244,238.5,115,599,167,184.5,463,286,152,332.5
ENSDARG00000098433,268,647,305,329.5,197,1062,290,282.5,344,615.5,170,672
ENSDARG00000098435,0,0,4,12.5,0,1.5,0,0,3,6,0,12.5
ENSDARG00000098437,0,0,0,0,3,0,0,8.5,0,0,9,0
ENSDARG00000098438,16,150.5,69,141.5,53,286.5,2,65.5,116,426,25,326
ENSDARG00000098439,220,621,373,574.5,285,747,298,451,649,1083.5,218,950
ENSDARG00000098440,0,0,1,0,0,0,0,0,0,11,0,2
ENSDARG00000098441,41,76,63,65.5,48,202,69,78,135,193.5,74,207.5
ENSDARG00000098443,145,525.5,241,578.5,99,696,113,310,404,677,170,606
ENSDARG00000098444,48,145,56,75,45,280.5,7,132,165,302.5,65,107.5
ENSDARG00000098445,0,0,14,1,0,0,2,0,17,0,0,7.5
ENSDARG00000098447,18,24,21,13,21,5.5,6,23,29,8.5,38,38.5
ENSDARG00000098448,0,0.5,0,0,0,0,0,0,0,0,4,0
ENSDARG00000098449,0,0,0,0,0,0,0,0,4,0,0,0
ENSDARG00000098450,0,0,0,0,0,1,0,0,0,0.5,0,0
ENSDARG00000098451,69,182.5,131,110,42,417.5,157,111,393,143,96,140
ENSDARG00000098452,1,5,3,23,2,18.5,9,19.5,40,57,13,41.5
ENSDARG00000098453,228,597.5,275,453,183,614.5,153,196,356,480.5,278,612.5
ENSDARG00000098454,0,0,0,0,0,0,0,0,1,0,4,12.5
ENSDARG00000098455,5,0,33,4.5,7,25.5,1,0,103,20.5,61,22
ENSDARG00000098456,0,0,0,0,0,0,0,0,0,13,0,46
ENSDARG00000098458,843,1470.5,843,2240.5,1010,3115,1196,2249.5,2111,4236.5,1368,4262
ENSDARG00000098460,0,0,0,0,0,0,0,8,4,13.5,0,10
ENSDARG00000098461,22,34.5,20,36,0,119.5,6,11,42,21,28,64.5
ENSDARG00000098462,0,29.5,0,0,0,0,0,0,7,0,0,0.5
ENSDARG00000098463,0,0,6,0,0,0,0,0,6,0,0,0
ENSDARG00000098464,78,64,48,14,32,10.5,2,12,33,22.5,34,52
ENSDARG00000098465,70,695,222,4539.5,168,7393,100,5055.5,494,8059,319,9787.5
ENSDARG00000098466,188,310,335,435.5,163,508,149,367,553,587,207,553.5
ENSDARG00000098467,5,82,13,12.5,1,0,1,16.5,52,0,25,6
ENSDARG00000098469,204,263.5,233,213.5,69,379.5,98,129,214,177.5,135,270
ENSDARG00000098470,803,1650,949,5800.5,185,2001,676,4733,1064,3383.5,716,1985
ENSDARG00000098471,8,0,14,0,0,44,0,0,0,0,0,0
ENSDARG00000098472,0,0,9,0,17,60.5,62,0,13,16.5,0,0
ENSDARG00000098474,72,258.5,144,481,93,417.5,38,317.5,295,428.5,73,614.5
ENSDARG00000098475,0,0,33,0,820,1096,195,161.5,1150,210,117,46.5
ENSDARG00000098476,3,14,55,186,89,423,135,31,243,57.5,179,121.5
ENSDARG00000098477,0,87,8,96,12,409,12,124.5,74,504.5,66,819
ENSDARG00000098478,0,0,0,0,0,0,0,0,1,0,0,5
ENSDARG00000098480,0,0,0,0,0,0,0,0,3,0,0,9
ENSDARG00000098481,4,0,26,43,20,90,30,61.5,5,31.5,0,5.5
ENSDARG00000098482,0,0,0,0,0,0,0,0,3,0,0,0.5
ENSDARG00000098483,729,939.5,428,2316.5,30,1126,152,1503,1040,2569,1008,2419
ENSDARG00000098485,0,0,0,0,3,0,0,0,1,0,0,0
ENSDARG00000098486,68,295.5,74,434,51,549,125,356,258,494.5,99,548.5
ENSDARG00000098488,302,176,521,642,285,253,327,458.5,848,897,470,822.5
ENSDARG00000098490,16,1,5,10,16,2.5,14,0.5,51,59,0,134
ENSDARG00000098491,0,0,0,0,3,0,0,0,0,0,0,0
ENSDARG00000098492,0,0,0,0,2,0,0,0,0,0,0,1
ENSDARG00000098494,0,0,0,0,0,0,0,8.5,1,8,0,15.5
ENSDARG00000098495,27,0,78,40,24,0,21,33.5,247,0,53,0.5
ENSDARG00000098497,77,24,123,372.5,87,214.5,116,253,297,195.5,94,246
ENSDARG00000098499,0,0,0,0,0,41.5,0,0,10,0,0,0.5
ENSDARG00000098501,9,0,7,1,12,0,2,7,0,0.5,15,13
ENSDARG00000098502,12,11,41,133.5,0,111,11,124.5,52,99.5,22,281
ENSDARG00000098503,52,348.5,63,124.5,33,127.5,94,50,224,93,138,91
ENSDARG00000098507,68,89,28,23,23,33,9,59,86,63.5,26,126.5
ENSDARG00000098508,1,36,30,3.5,5,0,13,0,29,108,15,39.5
ENSDARG00000098509,26,19.5,65,126,11,11.5,56,38.5,53,81.5,29,68
ENSDARG00000098510,20,7,1,16,1,15,3,8,7,6.5,22,7
ENSDARG00000098511,4,0,177,62.5,26,51.5,172,36.5,976,25.5,218,34.5
ENSDARG00000098512,11,8,107,41,26,0,0,0,157,0,36,10.5
ENSDARG00000098513,0,0,0,0,7,0,0,0,0,0,0,0
ENSDARG00000098514,13,35,8,24,4,23,11,38.5,27,21.5,21,79.5
ENSDARG00000098515,40,95,88,143,42,114,56,141.5,192,333.5,94,200.5
ENSDARG00000098517,1,1.5,0,1.5,1,2.5,2,4.5,0,2.5,0,0.5
ENSDARG00000098518,35,52.5,77,76,37,97,30,112.5,108,94.5,45,74
ENSDARG00000098520,21,40.5,114,136.5,33,339,2,42.5,214,109.5,65,184.5
ENSDARG00000098522,0,0,0,0,1,1,0,0,4,0.5,1,0.5
ENSDARG00000098523,4,0,42,0,7,8.5,10,0,309,11,108,15.5
ENSDARG00000098525,0,0,0,9,0,0,0,0,0,20,0,0
ENSDARG00000098526,29,0.5,169,42.5,22,36.5,0,14,506,69.5,157,26
ENSDARG00000098527,3,31,13,11.5,8,2,27,32,39,53.5,42,42
ENSDARG00000098528,3,0,20,3,3,0.5,54,24,166,0,58,12
ENSDARG00000098529,473,1392,217,179,118,226.5,91,91.5,344,175,202,154
ENSDARG00000098530,3,10,1,4.5,4,17.5,0,0.5,18,29,3,25
ENSDARG00000098531,4,50,28,57,27,0.5,49,27,59,52,39,41
ENSDARG00000098532,0,0,6,0,6,0,0,0,8,0,0,0
ENSDARG00000098533,0,0,3,0,0,0,0,0,0,0,0,3
ENSDARG00000098534,18,45.5,14,27,18,0,0,14.5,26,41.5,44,27
ENSDARG00000098535,5,32.5,17,37.5,17,71.5,33,1.5,44,85.5,12,32.5
ENSDARG00000098536,1,4.5,4,8,6,0,3,0,3,0.5,1,7.5
ENSDARG00000098537,45,0,50,45,65,119.5,68,60,228,21,63,42.5
ENSDARG00000098538,0,0,0,0,13,0,0,0,0,0,17,0
ENSDARG00000098539,54,146.5,36,141,2,91,8,161,147,244.5,132,131.5
ENSDARG00000098540,151,256,45,579.5,93,1222,113,336,157,1512,46,801.5
ENSDARG00000098541,18,22,9,0,9,0,0,5,8,0,0,0.5
ENSDARG00000098543,15,60.5,25,20.5,29,54.5,8,28,38,7,7,17
ENSDARG00000098544,295,585,269,357.5,90,766.5,61,186,547,460.5,454,615.5
ENSDARG00000098546,0,0,3,0,0,0,6,0,0,0,0,0
ENSDARG00000098547,12,0,14,2,0,0,0,21.5,3,0,3,0
ENSDARG00000098550,271,2364,1088,377,390,350.5,666,217,1134,271,333,931.5
ENSDARG00000098551,30,28,113,63.5,29,57.5,31,6.5,327,97.5,92,116.5
ENSDARG00000098552,3,2.5,0,0,0,0,0,0,0,0,0,0
ENSDARG00000098553,0,0,2,0,0,0,0,0,0,0,0,0
ENSDARG00000098557,29,88,66,68,44,55.5,26,33.5,45,42,20,100.5
ENSDARG00000098561,20,55,44,10,19,0,22,0,34,0,36,15.5
ENSDARG00000098562,10,14,16,8.5,0,130,19,5,12,78.5,7,71
ENSDARG00000098566,77,0,498,70,72,38.5,345,27,1386,30.5,354,133.5
ENSDARG00000098569,21,57,39,37.5,21,532.5,0,42,67,245,8,381
ENSDARG00000098570,14,141,6,0,0,0,9,121,42,105,28,156
ENSDARG00000098571,0,0.5,0,0,0,0,0,0,10,0,0,0
ENSDARG00000098573,131,237.5,132,1862,235,2243,225,1089.5,541,1744.5,225,2429
ENSDARG00000098574,1529,2222,1739,1916,701,2491.5,820,926,2700,2457,1113,2561.5
ENSDARG00000098575,0,0,0,4,0,0,0,0,4,15,0,1.5
ENSDARG00000098577,0,0,4,8.5,4,0,0,0,13,3,0,5
ENSDARG00000098578,192,595.5,98,55.5,131,60,42,8,188,26.5,71,217.5
ENSDARG00000098579,88,360.5,208,1239.5,82,119.5,215,1027.5,348,980,219,401
ENSDARG00000098580,51,0.5,39,33.5,13,109.5,0,27.5,118,0,40,70.5
ENSDARG00000098581,0,0,4,0,0,0,0,0,5,0,0,0
ENSDARG00000098582,116,91,102,69,27,223,68,18,114,81.5,128,116
ENSDARG00000098583,80,119,237,266.5,107,169,143,156,307,214,233,153.5
ENSDARG00000098584,81,170,170,357.5,45,372,74,449,251,370,128,538.5
ENSDARG00000098585,0,2.5,5,20,2,95.5,1,15.5,37,2.5,1,39
ENSDARG00000098586,0,0,0,0,0,0,0,0,0,5,0,0
ENSDARG00000098587,0,73.5,2,21,0,25.5,0,0,7,0,1,7
ENSDARG00000098588,0,9.5,0,36.5,15,0,11,28.5,14,7.5,8,16.5
ENSDARG00000098589,406,946,77,16248,203,9717.5,295,4751.5,245,7208,90,11242
ENSDARG00000098590,3,6.5,0,3,2,12.5,3,3.5,2,7,4,1.5
ENSDARG00000098591,11042,13291.5,10796,7779.5,4497,12560,3555,3990.5,17712,9526.5,12164,9766.5
ENSDARG00000098592,50,113,142,335.5,123,537,124,226.5,339,259,126,281.5
ENSDARG00000098595,30,71.5,21,11,18,23.5,11,9.5,155,24,79,32
ENSDARG00000098596,63,0,124,7.5,72,182,73,58,185,42,99,33.5
ENSDARG00000098597,0,70.5,45,9.5,6,0,106,12,42,0,25,14
ENSDARG00000098599,607,2458,688,1039.5,309,2334.5,468,509.5,1773,2151,586,1860.5
ENSDARG00000098600,64,92.5,38,186,24,223.5,0,199,51,336,18,346.5
ENSDARG00000098601,0,0,0,0,0,0,0,7,0,0,0,7
ENSDARG00000098602,0,44.5,0,0,0,0,8,1,15,34.5,16,154
ENSDARG00000098603,3,16,0,2.5,0,0,0,0,2,8.5,0,0
ENSDARG00000098604,11,28.5,6,24,9,43,19,1,28,12.5,18,48
ENSDARG00000098605,54,135,155,117,34,379,73,81.5,282,84,69,205
ENSDARG00000098607,21,34.5,14,13,19,47,11,11,40,23,25,44.5
ENSDARG00000098608,71,205,46,42.5,66,0,42,61.5,134,60,31,73.5
ENSDARG00000098609,35,20,41,21,20,13,50,17,84,27.5,68,21.5
ENSDARG00000098610,7,41.5,13,24.5,1,14,8,23,23,45,10,43.5
ENSDARG00000098612,0,6,57,338,18,72,55,69,462,38.5,122,238.5
ENSDARG00000098613,60,137,78,44,96,21,27,23,128,33.5,45,69.5
ENSDARG00000098615,0,0,2,15.5,1,3.5,6,0,0,29,0,3.5
ENSDARG00000098617,702,1235,523,2581.5,91,1379.5,202,1804,1300,3346,1187,2572.5
ENSDARG00000098618,0,0,9,0,2,124,19,27,39,30,10,83
ENSDARG00000098620,0,0,17,50.5,4,0,0,52,14,0,0,5.5
ENSDARG00000098621,0,0,0,7,3,0,0,10.5,30,0,0,2
ENSDARG00000098622,285,273,110,114,63,549.5,41,99.5,162,330,81,244.5
ENSDARG00000098623,84,285.5,137,71.5,51,309.5,127,72.5,170,73.5,128,129
ENSDARG00000098625,69,16.5,92,186,104,346,88,68,364,263.5,85,190
ENSDARG00000098626,0,0,4,0,0,0,0,0,6,0,0,0
ENSDARG00000098627,2468,5211.5,1832,3933.5,1401,6730.5,1174,3222.5,3204,6450.5,1535,6247
ENSDARG00000098628,12,0,0,14.5,3,0,10,16,1,87.5,2,13.5
ENSDARG00000098630,0,0,7,0,0,0,0,0,1,0,1,0
ENSDARG00000098631,94,36,610,2073,414,1678.5,316,748,1987,2231.5,393,1790.5
ENSDARG00000098632,7,6.5,22,46.5,8,13,0,0,38,7,39,22
ENSDARG00000098634,0,0,1,0,0,0,0,5.5,0,0,0,0
ENSDARG00000098635,454,899.5,534,1105,371,2485.5,531,585.5,1950,2411.5,641,1863
ENSDARG00000098636,4,0,0,0,0,0,0,0,15,0.5,24,3.5
ENSDARG00000098637,13,0,101,38,32,0,50,27,155,90,88,38.5
ENSDARG00000098638,0,0,7,19.5,13,70.5,10,0,13,8,0,2
ENSDARG00000098639,171,153.5,426,281.5,427,997,409,233,851,714.5,269,687.5
ENSDARG00000098640,14,27,23,74.5,67,76,127,200,185,508,37,796
ENSDARG00000098641,191,724,288,413,311,937,367,290.5,423,536,175,904
ENSDARG00000098642,0,0,63,7,27,90,47,33.5,247,81,113,56
ENSDARG00000098643,9,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000098644,473,430.5,903,369.5,380,1178,551,287,2381,674.5,605,580.5
ENSDARG00000098645,3,46,8,154.5,35,424,69,129.5,37,311,25,381
ENSDARG00000098646,136,648,245,549,162,628.5,90,120.5,285,387.5,185,390
ENSDARG00000098647,35,37.5,39,64,23,70,25,42,258,60.5,68,64
ENSDARG00000098650,508,1467,634,399,419,841.5,237,231.5,834,450,317,272.5
ENSDARG00000098652,73,8,799,179.5,403,556,729,168.5,3074,283,877,157.5
ENSDARG00000098653,18,12.5,18,11.5,1,0.5,33,3,64,0.5,0,7
ENSDARG00000098654,48,279,136,86,17,152,105,65,359,249.5,52,186
ENSDARG00000098655,241,350.5,189,1034,338,1554.5,223,1028.5,392,1968.5,255,1716.5
ENSDARG00000098656,0,0,0,0,0,0,16,16,0,18,0,59
ENSDARG00000098657,42,36.5,37,62,54,69,18,26,38,15,13,45.5
ENSDARG00000098658,6,0,0,18.5,0,0,0,15,8,12,0,5
ENSDARG00000098660,82,181.5,64,110.5,33,137.5,14,17.5,144,130.5,51,216.5
ENSDARG00000098661,45,15,16,41,7,144.5,0,33,65,32.5,0,36.5
ENSDARG00000098662,10,0,15,0,0,92,0,3.5,6,5.5,9,16
ENSDARG00000098663,0,0,0,0,0,0,0,0,0,31,0,2.5
ENSDARG00000098664,7,0.5,30,30.5,1,0,50,0,54,17,29,11.5
ENSDARG00000098665,0,0,0,2,0,0,0,0,5,0,0,0
ENSDARG00000098666,565,1070,572,536.5,281,817.5,314,249.5,870,781.5,578,1021.5
ENSDARG00000098667,13,46.5,59,35,19,89.5,47,2.5,88,0.5,48,34
ENSDARG00000098668,0,0,0,0,1,0,0,0,16,0,0,0
ENSDARG00000098669,3,0,17,0,5,0,0,0,3,0,0,15
ENSDARG00000098670,1350,1653.5,4471,4048,1580,5239.5,2732,2018.5,7918,4879,2548,4451.5
ENSDARG00000098671,179,525,247,855.5,229,1456.5,282,394.5,444,1067.5,307,1009.5
ENSDARG00000098673,0,0,31,7.5,10,151,14,12.5,67,29,32,9
ENSDARG00000098674,595,759,773,942,322,1009,385,459.5,1213,1322.5,733,1224.5
ENSDARG00000098676,3,0,0,0,0,0,0,0,3,0,0,0
ENSDARG00000098677,9,1,6,5.5,11,3.5,12,0,12,21,6,21
ENSDARG00000098678,0,0,5,0,0,0,0,27,7,42.5,0,79
ENSDARG00000098679,356,707,255,371.5,193,438.5,92,182.5,391,404.5,255,348
ENSDARG00000098680,510,1553,301,3060,395,4168.5,461,2316,935,4501.5,436,5596
ENSDARG00000098681,284,748.5,466,437,248,461.5,201,139,627,356,247,407.5
ENSDARG00000098682,55,85.5,11,146,4,52,4,51,41,99,19,60
ENSDARG00000098683,367,688,757,643.5,326,618.5,453,264,1743,724.5,495,785
ENSDARG00000098684,0,4.5,3,0,3,0,17,0,33,0,5,0.5
ENSDARG00000098686,48,33.5,36,16.5,31,301.5,66,74.5,54,94.5,0,149.5
ENSDARG00000098687,7,0,0,19.5,9,85.5,0,11,17,59,10,82.5
ENSDARG00000098688,0,5,0,0,0,0,0,0,2,0.5,0,0
ENSDARG00000098689,133,350,114,521.5,185,719.5,310,622,555,1220,198,1030
ENSDARG00000098691,84,119,45,22,22,0,0,15,82,13.5,28,95.5
ENSDARG00000098692,0,0,0,1,0,4.5,0,1,1,16,0,0
ENSDARG00000098693,59,79,86,73,52,139,87,33.5,68,26,21,60
ENSDARG00000098694,38,38.5,99,89.5,79,125.5,34,13,266,151,138,153.5
ENSDARG00000098695,410,1394.5,337,935.5,525,1504.5,374,328,853,1031.5,499,1216
ENSDARG00000098696,399,951,317,815,468,855.5,345,570.5,705,1291.5,229,1405
ENSDARG00000098698,10,0,0,0,0,0.5,0,0,3,0,0,0
ENSDARG00000098699,0,0,0,0,0,2,0,18.5,22,113.5,0,116
ENSDARG00000098700,0,66,4,54.5,4,866.5,39,220.5,115,1908,81,3548
ENSDARG00000098701,0,0,0,13,0,140,4,0,0,0,12,8
ENSDARG00000098702,9,0,69,19.5,8,16.5,42,13,157,30.5,50,25
ENSDARG00000098703,274,375.5,218,1122,22,374.5,33,350,677,1881.5,724,1666.5
ENSDARG00000098705,225,182.5,927,890,506,847,639,513.5,2255,947,540,1066
ENSDARG00000098706,0,0,20,39.5,12,133.5,0,114.5,7,191,0,352
ENSDARG00000098707,68,76,81,49.5,22,203.5,41,88.5,35,60.5,21,38.5
ENSDARG00000098709,760,1529,485,1740.5,63,694.5,105,1295.5,641,1771,704,1212.5
ENSDARG00000098710,0,0,2,0.5,2,0,7,0,0,0,9,0
ENSDARG00000098711,39,116.5,41,15.5,6,19,20,21,89,0,37,5
ENSDARG00000098712,0,0,14,40,99,0,54,26.5,61,15,40,46
ENSDARG00000098714,4,1.5,7,13,22,30.5,11,79,29,37.5,7,6
ENSDARG00000098716,0,12,4,31,4,1,15,10,6,39.5,0,27.5
ENSDARG00000098717,0,0,0,3.5,0,0,0,0,4,12,0,1.5
ENSDARG00000098719,34,18,23,58,10,7.5,17,14.5,10,28.5,9,6
ENSDARG00000098720,43,30,98,28.5,25,74,77,17.5,253,10.5,62,38
ENSDARG00000098721,4,3,18,12,7,1.5,8,30.5,13,35,13,14.5
ENSDARG00000098722,3,63,9,1.5,0,0,0,0,11,37.5,9,13.5
ENSDARG00000098724,7,12,12,23.5,8,196,0,196,16,212,3,124
ENSDARG00000098726,321,760.5,425,635.5,265,1036,299,418,1002,857.5,274,696
ENSDARG00000098727,0,0,0,0,0,0,0,0,0,0,0,4.5
