ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_av,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_av,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_av,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_av,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_av,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_av
ENSDARG00000097815,21,6.5,27,19,5,66.5,0,0,8,43.5,0,40
ENSDARG00000097816,6,4.5,0,7,3,98,2,13.5,1,35,2,62
ENSDARG00000097817,7,0,9,0,0,0,0,0,0,0,0,0
ENSDARG00000097819,908,751.5,1427,646.5,449,853.5,409,303.5,2426,907,675,558.5
ENSDARG00000097820,20,0,9,34,0,0,0,15.5,15,35.5,13,14.5
ENSDARG00000097821,1,0,0,0,0,0,0,0,0,15,0,0.5
ENSDARG00000097824,140,220.5,102,389,88,587,32,339,152,327,148,463
ENSDARG00000097825,100,167,122,95,71,100,123,68,179,222,105,280
ENSDARG00000097826,0,0,12,46.5,1,50,0,212.5,16,10.5,0,13
ENSDARG00000097827,753,1000.5,3765,1663.5,3514,3872.5,5187,1120.5,12915,2113,6467,2011.5
ENSDARG00000097830,0,0,2,0,9,0,0,0,22,19,0,0
ENSDARG00000097831,0,0,12,0,2,0,0,9,0,0,5,0
ENSDARG00000097832,16,0,5,8.5,16,42.5,12,0,0,0,0,10
ENSDARG00000097833,0,0,0,2,0,0,0,0,3,0,0,0
ENSDARG00000097834,0,0,0,5.5,3,36.5,0,12.5,18,11.5,0,7
ENSDARG00000097836,1301,1664.5,400,306.5,243,720.5,175,409.5,657,348.5,674,465
ENSDARG00000097839,41,134.5,84,107.5,78,261,116,70,219,284,42,103.5
ENSDARG00000097840,0,0,0,0,0,0,0,0,5,4,0,1.5
ENSDARG00000097841,0,0,0,0,22,0,5,0,19,13,0,13
ENSDARG00000097842,48,35.5,125,111.5,50,213.5,79,60,322,139.5,122,110.5
ENSDARG00000097843,5,0,2,0,5,0,0,0,10,13,0,0.5
ENSDARG00000097844,96,84,51,66,33,76,124,10.5,91,21,24,79
ENSDARG00000097845,7,53.5,17,18.5,12,0,15,1.5,10,31,7,14.5
ENSDARG00000097846,0,0,0,0,0,0,0,14,0,5,0,0
ENSDARG00000097847,0,0,0,22,3,41,0,50,1,19,0,102
ENSDARG00000097848,447,1022,396,240,289,465.5,114,117,547,351,296,336.5
ENSDARG00000097851,0,0,0,0,0,0,0,0,2,0,0,0
ENSDARG00000097852,26,0,0,24,0,0,4,0,17,1,20,0
ENSDARG00000097853,5,22,0,10.5,0,0,0,0,2,0,0,0
ENSDARG00000097855,0,10,42,37.5,38,169,88,26.5,193,80,44,66
ENSDARG00000097856,12,4.5,0,0,10,0,4,0,7,0.5,5,18
ENSDARG00000097857,0,13,0,5,0,0,0,0,0,0,0,0
ENSDARG00000097858,0,0,0,0,0,0,0,0,10,0,0,0
ENSDARG00000097859,0,0,0,0,0,0,0,7.5,0,0,0,0
ENSDARG00000097860,0,0,0,1.5,0,0,0,0,4,0,0,0
ENSDARG00000097863,378,599.5,500,222,245,608,167,115,845,358,284,189.5
ENSDARG00000097865,0,0,5,11,13,0,14,0,47,0,6,12
ENSDARG00000097867,0,0,0,0,0,0,0,0,4,0,0,0
ENSDARG00000097868,14,0,23,4.5,0,18,13,7.5,18,4.5,0,0
ENSDARG00000097869,14,0,44,1.5,14,41.5,18,32,33,7.5,15,14
ENSDARG00000097871,13,25,2,0,0,81.5,4,7,20,14,24,11.5
ENSDARG00000097872,2,0,0,0,0,0,0,0,0,0,3,5
ENSDARG00000097873,0,4,5,0,0,0,0,0,10,0,1,3
ENSDARG00000097874,0,0,0,0,0,0,0,0,0,0,0,6
ENSDARG00000097875,0,0,36,37,3,42,14,13,261,4,100,5
ENSDARG00000097876,0,0,0,1,0,0,20,0,2,15.5,0,7.5
ENSDARG00000097877,214,257.5,147,414,103,525,253,328,818,896,292,751.5
ENSDARG00000097878,2,0,0,13,11,0,0,26.5,11,4.5,11,4.5
ENSDARG00000097879,13,4,21,0,2,0,0,0,22,15,0,10
ENSDARG00000097880,2,25.5,2,1.5,0,0,0,0,40,7,0,6
ENSDARG00000097882,1,4.5,0,0,2,0,16,0,0,0,1,2
ENSDARG00000097883,22,21.5,67,18,19,25,19,12,85,33.5,27,14.5
ENSDARG00000097884,239,397.5,252,241,68,344.5,267,216.5,531,292.5,201,270.5
ENSDARG00000097886,33,36.5,96,39,27,115.5,40,5,51,34.5,92,0.5
ENSDARG00000097888,0,0,0,0.5,0,0,0,0,0,0,0,0.5
ENSDARG00000097889,0,61.5,12,12,11,39.5,10,16,62,101,22,56.5
ENSDARG00000097890,0,0,0,8,0,0,0,0,0,0,5,0
ENSDARG00000097891,0,30,10,10.5,8,38.5,29,2.5,17,12.5,34,6
ENSDARG00000097892,13,12,15,2,15,0,0,11.5,76,38,3,11
ENSDARG00000097893,0,0,0,0,0,69.5,0,0,5,8.5,14,0
ENSDARG00000097895,0,0,0,0,0,0,0,0,0,0,0,2.5
ENSDARG00000097896,0,0.5,0,0,0,114.5,0,0,1,8.5,0,0
ENSDARG00000097897,20,49.5,773,188.5,329,662,580,220,2433,367,354,288.5
ENSDARG00000097900,0,0,0,0,0,0,0,0,0,1,0,0
ENSDARG00000097901,0,63.5,0,24.5,8,46.5,4,13.5,27,72.5,0,338.5
ENSDARG00000097902,4,9,3,28.5,13,252,40,39.5,14,14.5,0,20.5
ENSDARG00000097903,0,0,19,8,0,32,0,4,0,0,0,0
ENSDARG00000097904,7,21,33,48.5,0,0,41,12.5,163,15,56,9
ENSDARG00000097906,0,0,22,7.5,0,1.5,15,0,9,0,0,5.5
ENSDARG00000097907,0,0,0,0,0,0,0,0,7,0,0,0.5
ENSDARG00000097908,24,34.5,14,5,22,212,13,24.5,52,79.5,30,44.5
ENSDARG00000097909,11,239,17,9.5,3,107.5,32,51,34,29.5,2,402
ENSDARG00000097911,0,0,0,0,8,0,0,0,2,0,0,0.5
ENSDARG00000097912,0,7,7,0,0,52.5,0,0,19,0.5,0,1
ENSDARG00000097915,5,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000097916,1,7,0,11.5,0,0,0,0,0,12,0,0.5
ENSDARG00000097917,0,0,0,0,0,0,0,0,0,0,0,16.5
ENSDARG00000097918,5,27.5,7,0,0,0,14,5.5,28,0,16,3
ENSDARG00000097921,0,0,0,0,0,0,0,0,5,0,0,0
ENSDARG00000097923,0,0,5,0.5,0,0,0,0,0,0,0,0
ENSDARG00000097924,0,12.5,0,0,0,0,0,0,19,0,8,0
ENSDARG00000097928,10,6.5,15,46,7,0,0,14,29,22.5,5,23.5
ENSDARG00000097929,13,2,0,69.5,0,0,0,15,29,0.5,0,0
ENSDARG00000097931,47,44,25,0,0,0,0,10.5,0,2.5,9,17
ENSDARG00000097932,1,0,0,0,0,0,0,0,8,28,0,0
ENSDARG00000097933,0,1,0,0,0,0,0,0,0,0,0,0
ENSDARG00000097934,0,0,12,15.5,0,0,34,7.5,10,0,9,6
ENSDARG00000097937,118,160,147,153.5,122,77,143,172.5,264,325.5,129,205.5
ENSDARG00000097938,0,0,0,6.5,0,61,4,11.5,10,4,0,0
ENSDARG00000097940,12,0,0,0,0,0,31,0,10,4.5,16,3
ENSDARG00000097941,0,0,0,0,0,0,0,0,5,0,3,7.5
ENSDARG00000097943,0,0,0,0,1,0,0,0,3,8.5,0,9.5
ENSDARG00000097944,6,29,3,15,0,0,0,3.5,14,9.5,7,6
ENSDARG00000097946,7,0,0,0,0,0,2,0,0,0,0,0
ENSDARG00000097947,0,0,8,9,8,0,0,12,6,0,0,0
ENSDARG00000097948,0,0.5,0,13,0,0,0,7,2,30,0,5
ENSDARG00000097950,8,0,44,8.5,4,91.5,6,0,43,12.5,17,10
ENSDARG00000097952,9,46.5,31,12.5,4,131,0,39.5,45,0,18,12
ENSDARG00000097953,5,0,8,17.5,41,24.5,17,29,64,7.5,19,48.5
ENSDARG00000097955,2,0,0,0,0,0,0,0,10,0,7,0
ENSDARG00000097956,0,0,0,0,4,0,0,0,2,15,0,0.5
ENSDARG00000097957,7,55.5,10,89.5,32,78,7,24.5,9,56.5,36,47
ENSDARG00000097959,1,0,0,4,7,0.5,0,0,0,0,0,0
ENSDARG00000097960,0,0,0,0,0,3,0,0,0,0,0,3.5
ENSDARG00000097962,0,0,1,4,1,26,0,20.5,36,13,0,4
ENSDARG00000097963,51,22.5,26,12.5,21,18,12,0,63,15,38,21.5
ENSDARG00000097964,12,36,46,8860,42,6017.5,26,2113,51,5874,20,5579.5
ENSDARG00000097966,1,36,8,0,9,30,13,0,15,1,14,9
ENSDARG00000097967,0,0,0,0,0,0,0,0,12,0,0,0
ENSDARG00000097968,0,0,4,0,0,0,0,0,0,0.5,0,0
ENSDARG00000097969,0,25.5,0,0,4,0,0,0,18,2,0,0
ENSDARG00000097970,0,0,9,9.5,0,0,0,0,1,0,0,3
ENSDARG00000097971,0,0,0,0,0,0,15,0,5,0,0,0
ENSDARG00000097972,0,0,0,0,0,0,0,5.5,2,0,0,7.5
ENSDARG00000097973,19,0,13,26.5,26,40.5,18,175,17,41.5,0,92
ENSDARG00000097974,0,0,72,38.5,14,56,27,17,93,37.5,16,0.5
ENSDARG00000097976,0,0,3,38.5,15,143,0,21.5,16,45,1,19.5
ENSDARG00000097977,0,0,0,0,0,0,0,0,3,8.5,0,0
ENSDARG00000097979,0,0,0,2.5,5,0,33,0,9,0,0,3.5
ENSDARG00000097982,0,0,0,13.5,0,0.5,0,0,28,9,0,27.5
ENSDARG00000097983,0,21,40,43.5,9,86.5,20,10.5,119,42.5,31,67
ENSDARG00000097984,15,0,0,0,0,0,0,0,2,0,1,0
ENSDARG00000097985,0,25,0,0,0,0,0,2,4,0,0,0
ENSDARG00000097987,0,4,6,0,0,51,0,0,19,0,0,15
ENSDARG00000097990,0,0,0,32.5,0,0,0,0,0,0,0,0
ENSDARG00000097992,18,86.5,14,7.5,21,105,3,0,26,14.5,8,17
ENSDARG00000097993,12,8,6,7,12,100.5,10,14.5,6,152.5,3,173
ENSDARG00000097994,0,7.5,0,4,0,20.5,0,0,0,22.5,0,3.5
ENSDARG00000097995,0,0,0,0,0,0,0,0,1,24.5,0,0
ENSDARG00000097996,0,0,0,0,0,0,0,0,5,17,14,8
ENSDARG00000097997,0,0,0,0,0,0,0,0,0,0,0,2.5
ENSDARG00000097999,0,0,1,0,0,0,0,0,14,0,2,3.5
ENSDARG00000098000,5,10.5,16,0,1,0,0,0,0,22,3,34
ENSDARG00000098004,11,2,0,5.5,0,0,0,6,12,25.5,0,32
ENSDARG00000098006,0,0,0,0,0,0,0,0,0,0,7,0
ENSDARG00000098008,0,0,0,0,18,0,0,13.5,0,3.5,0,0
ENSDARG00000098011,36,0,84,28,175,434.5,62,193,71,99.5,12,75.5
ENSDARG00000098012,0,58,7,173.5,12,1349.5,8,512,71,1814.5,14,2361.5
ENSDARG00000098013,76,92.5,107,75,76,151,111,60.5,233,135,59,37.5
ENSDARG00000098015,0,64.5,14,0,0,0,0,0,2,0,18,11
ENSDARG00000098016,7,8,7,6,0,0,0,0,23,6.5,0,3.5
ENSDARG00000098017,0,0,6,26,6,107.5,12,15,28,28,24,35.5
ENSDARG00000098020,21,6,22,27.5,14,1.5,0,10,22,65.5,0,14
ENSDARG00000098021,314,226.5,192,210,192,463.5,303,125.5,363,330,200,254
ENSDARG00000098022,5,0,0,27.5,0,0,60,7.5,31,13,10,28
ENSDARG00000098024,57,19,182,82.5,583,896.5,363,177.5,281,510.5,131,350.5
ENSDARG00000098027,29,12.5,35,21.5,11,69.5,13,41.5,129,69.5,61,51
ENSDARG00000098029,20,59.5,0,17.5,16,0,0,1,9,0,1,22.5
ENSDARG00000098030,7,65,15,105.5,16,100,18,35,33,61,36,37.5
ENSDARG00000098031,54,45,133,78,68,62.5,49,83.5,148,111,99,148.5
ENSDARG00000098032,173,278.5,274,214.5,118,393.5,109,81.5,354,352,92,206.5
ENSDARG00000098034,0,18,2,1,0,0,0,0,9,25.5,4,7.5
ENSDARG00000098036,45,53,6,39.5,4,32.5,9,2.5,24,15.5,15,57.5
ENSDARG00000098037,0,0.5,0,0,10,0,0,0,1,13.5,0,0
ENSDARG00000098041,0,0,3,0,0,0,0,0,3,0,0,0
ENSDARG00000098042,0,0,6,0,0,0,4,0,6,0,0,0.5
ENSDARG00000098044,0,0,7,20.5,3,250.5,1,26,140,85.5,0,91
ENSDARG00000098045,8,67,62,30.5,2,0,46,31,38,0.5,4,21
ENSDARG00000098046,17,1,22,13,10,1.5,33,0,78,13.5,4,3.5
ENSDARG00000098049,21,26,196,25,53,77.5,84,107.5,677,44,197,26
ENSDARG00000098050,0,18.5,0,16,6,0.5,0,0,27,23,1,4
ENSDARG00000098051,9,12.5,33,23.5,26,64,24,0,78,11.5,28,25
ENSDARG00000098052,21,25.5,11,5.5,27,0,63,18.5,37,14,12,0
ENSDARG00000098054,0,60,4,3,0,0,1,0,0,18,0,6.5
ENSDARG00000098057,130,6.5,2666,636.5,711,593.5,1784,451.5,6813,606.5,1340,316.5
ENSDARG00000098058,8,8,99,45,284,151,62,119.5,48,7.5,70,72
ENSDARG00000098059,97,253,54,68,32,322.5,50,45.5,103,173.5,60,84.5
ENSDARG00000098061,0,0,0,0,0,0,0,2,0,0,0,0
ENSDARG00000098062,22,19,57,21.5,7,17,3,3.5,25,7.5,27,21
ENSDARG00000098063,0,0,5,0,0,0,0,0,5,0,0,8
ENSDARG00000098064,16,0,4,0,0,9,0,7,15,7,3,21.5
ENSDARG00000098065,0,0,0,0.5,0,31,0,5,0,16,0,4
ENSDARG00000098066,0,1.5,21,35,1,35.5,4,0.5,18,26.5,1,53.5
ENSDARG00000098067,0,50,5,5,0,0,0,0,2,0,0,0
ENSDARG00000098068,0,2,0,0,0,0,0,0,1,0,0,0
ENSDARG00000098070,0,0,8,13,0,0,16,18.5,71,0,19,0.5
ENSDARG00000098071,58,7,44,25.5,15,5,30,6.5,75,11.5,49,50.5
ENSDARG00000098072,6,9.5,21,37.5,24,62,1,27.5,61,3.5,14,7
ENSDARG00000098074,76,213,113,221,64,554.5,77,95,153,479,82,360
ENSDARG00000098075,264,643.5,524,1540,434,2104,518,1225,1279,2351.5,405,2828.5
ENSDARG00000098076,11,0,16,2.5,22,0,8,0,24,0,9,4
ENSDARG00000098077,15,3.5,2,15.5,10,146,44,46,43,31,21,30
ENSDARG00000098078,0,25,5,0,0,0,0,0,0,0,5,0
ENSDARG00000098079,258,643.5,389,755,208,1171,404,531.5,1112,1068,511,891
ENSDARG00000098080,619,1702,439,814,255,1270,327,712.5,604,1712,422,1429
ENSDARG00000098081,35,146.5,89,176,91,263.5,67,100.5,341,199,71,214
ENSDARG00000098082,88,114.5,67,70,41,259,24,18.5,98,106.5,43,58
ENSDARG00000098083,51,191.5,35,103,50,81.5,80,55,73,156,43,134
ENSDARG00000098085,306,576,123,324,13,43.5,22,243,133,212.5,142,321.5
ENSDARG00000098086,0,6,0,0,0,0,6,0,3,0,0,0
ENSDARG00000098087,26,1,11,1,1,0,8,1.5,33,25.5,20,21.5
ENSDARG00000098090,0,0,19,4.5,18,0,57,5,137,0.5,83,10
ENSDARG00000098091,0,0,0,0,0,109,0,0,0,0,0,0
ENSDARG00000098094,39,18,48,70.5,27,21.5,8,23.5,56,49.5,50,57
ENSDARG00000098095,0,0,11,9.5,0,0,0,3.5,14,0,15,12.5
ENSDARG00000098096,2,0,29,0,8,11.5,0,115,23,43,0,82.5
ENSDARG00000098097,0,0,0,0.5,1,0,0,0,0,0,0,1.5
ENSDARG00000098099,0,9.5,25,95.5,13,686.5,0,37.5,21,351.5,9,334.5
ENSDARG00000098101,42,87,31,66.5,46,42,24,17.5,34,105,24,40.5
ENSDARG00000098102,155,235.5,143,783.5,20,305.5,130,616.5,141,473.5,163,394.5
ENSDARG00000098103,93,337.5,441,424,253,791,616,342.5,1496,910,705,767.5
ENSDARG00000098104,2,31,59,9,16,0,13,17.5,34,3,5,12.5
ENSDARG00000098105,57,281.5,106,122,67,544,97,120.5,247,355.5,135,315
ENSDARG00000098106,0,0,0,0,0,0,0,0,0,29,0,1.5
ENSDARG00000098107,1,46.5,52,7,0,49,17,0,152,2.5,68,0
ENSDARG00000098108,17,638.5,124,403,79,1420.5,124,606.5,488,1608.5,74,1383
ENSDARG00000098110,11,0,6,0,16,0,0,0,51,0,0,2.5
ENSDARG00000098111,71,44.5,59,71,23,73.5,64,24.5,26,75.5,40,94.5
ENSDARG00000098112,16,0,27,12.5,21,44.5,56,26,40,63,26,64
ENSDARG00000098113,7,34.5,157,70.5,5,79.5,76,17,605,94.5,133,76
ENSDARG00000098114,263,954,129,804,186,3040.5,179,779.5,351,2954,136,2887
ENSDARG00000098115,5,17,0,20.5,0,9.5,1,13.5,20,5,7,65.5
ENSDARG00000098116,6,0,18,19,16,0,32,11,56,29,15,19
ENSDARG00000098117,10,11,11,2,7,3,5,8.5,2,1,8,11.5
ENSDARG00000098118,333,978,534,814,245,963.5,376,399,1235,1088,269,1096.5
ENSDARG00000098120,0,0,1,0.5,0,0,0,0,0,0,0,2
ENSDARG00000098121,8,97,47,47,29,381.5,0,17,148,74,111,113
ENSDARG00000098122,55,93.5,67,114.5,57,149.5,29,21,127,93.5,23,111.5
ENSDARG00000098123,1,0,20,13.5,6,75.5,10,8,17,28.5,9,23.5
ENSDARG00000098124,40,76,44,0,25,0,27,3,3,50.5,0,6
ENSDARG00000098125,0,0,0,5,1,0,0,0,0,0,0,0
ENSDARG00000098126,54,132,19,114.5,62,321.5,40,7.5,131,38,49,130
ENSDARG00000098127,3,0,0,0,2,0,0,0,17,7.5,0,8.5
ENSDARG00000098129,20,225,8,11,4,0,30,19.5,40,5,0,22
ENSDARG00000098130,47,60.5,18,41,6,40.5,17,0,47,60.5,63,69.5
ENSDARG00000098131,2,6.5,10,6.5,0,0,0,0,0,0,0,0
ENSDARG00000098133,1,0,0,5.5,0,0,0,0,1,10,0,0
ENSDARG00000098135,525,1510.5,751,2411.5,497,2109.5,649,774.5,1396,1848.5,521,2218.5
ENSDARG00000098136,10,77,29,76,15,1,23,52.5,32,22,57,86.5
ENSDARG00000098137,0,9,0,0.5,6,11,0,0,1,3,1,10.5
ENSDARG00000098138,17,16.5,25,27.5,12,1.5,8,19.5,65,10.5,44,30
ENSDARG00000098139,29,9.5,51,28,24,176.5,0,30,40,37.5,20,32
ENSDARG00000098140,10,34,139,61.5,64,249.5,32,72,516,79,269,86
ENSDARG00000098141,127,172,79,172,67,168,99,153,149,191,137,299
ENSDARG00000098142,19,6.5,0,7,5,0,4,3,15,45,0,7.5
ENSDARG00000098143,10,7.5,5,5,2,0,0,0,0,0,0,0.5
ENSDARG00000098144,4,13,9,15,8,62.5,6,1,6,39,0,8
ENSDARG00000098145,1,1,5,9,2,0,2,4,13,9.5,6,20.5
ENSDARG00000098147,0,0,9,0,0,0,0,9.5,122,21,16,18.5
ENSDARG00000098151,0,0,13,9.5,1,0,21,0,7,0.5,0,1.5
ENSDARG00000098153,128,221,111,440.5,137,440.5,137,185,190,558.5,138,354
ENSDARG00000098155,58,90,7,23.5,56,110.5,2,24,19,13700.5,102,148
ENSDARG00000098157,1,7,0,0,0,0,0,4,9,7,0,1
ENSDARG00000098158,9,30,86,43.5,101,0.5,232,6,242,71.5,105,64
ENSDARG00000098159,0,0,0,0,1,0,0,0,0,0.5,0,0
ENSDARG00000098160,0,0.5,0,0.5,0,0,0,6,3,3.5,1,0
ENSDARG00000098161,24,41.5,149,24,40,53,152,39.5,733,79.5,253,56.5
ENSDARG00000098162,0,0,0,0,20,0,22,25,17,1,0,36.5
ENSDARG00000098164,15,0,14,7,56,34,5,7,211,6.5,19,15.5
ENSDARG00000098166,54,4.5,49,51,10,91,7,15.5,30,3.5,19,38
ENSDARG00000098167,6,13,12,26,15,12.5,0,11,17,18,11,34
ENSDARG00000098168,844,1603,789,4296.5,169,2043,478,3526,931,3060.5,1104,2646.5
ENSDARG00000098169,0,0,6,0,0,0,0,0,0,0,0,2.5
ENSDARG00000098170,97,57.5,56,50.5,39,20.5,40,14,56,74,9,56.5
ENSDARG00000098171,70,108.5,130,447,164,329.5,117,288,99,160,34,263.5
ENSDARG00000098173,0,0,5,0,0,0,0,0,5,0,0,0
ENSDARG00000098174,90,216.5,160,279,117,673.5,105,280.5,291,447.5,119,369.5
ENSDARG00000098175,0,0,10,0,2,0,29,0,14,0,0,0
ENSDARG00000098176,92,43,123,94.5,86,92.5,112,69,152,124.5,48,106
ENSDARG00000098177,28,61.5,17,40,24,75,20,30,113,84.5,33,127
ENSDARG00000098178,0,0,0,7,0,0,0,0,0,0,0,0
ENSDARG00000098179,17,65.5,16,27,3,170,19,6.5,37,49.5,33,41.5
ENSDARG00000098180,65,87.5,70,70.5,63,81,113,35,125,52,50,97.5
ENSDARG00000098181,95,197,73,265,127,249.5,149,137.5,77,291,78,293.5
ENSDARG00000098183,0,21,0,1,11,0.5,0,0.5,4,0,0,6
ENSDARG00000098184,0,0,0,0,0,0,0,0,0,0,0,5.5
ENSDARG00000098185,0,0,0,0,0,0,0,0,9,0,0,0
ENSDARG00000098186,37,18,39,5836.5,46,3778.5,27,2950.5,145,5985,37,5000
ENSDARG00000098187,0,14.5,6,0,1,0,14,1.5,0,16,0,1.5
ENSDARG00000098189,7,53.5,40,49.5,6,263.5,32,27.5,153,219,99,75.5
ENSDARG00000098190,22,35,9,24.5,0,0.5,4,3,4,1.5,18,16
ENSDARG00000098191,13,25.5,42,136.5,46,179.5,75,94.5,85,41,43,95
ENSDARG00000098192,120,98.5,60,60,100,128,91,43,147,166.5,32,98.5
ENSDARG00000098193,7,92,23,64.5,22,69,14,2.5,65,13,31,45
ENSDARG00000098194,4,10,4,26,15,0,12,7.5,22,45.5,7,17.5
ENSDARG00000098196,48,45,25,63.5,14,20,1,47,34,31,6,56
ENSDARG00000098197,0,0,1,0,0,0,0,4.5,0,0,0,0
ENSDARG00000098199,3,1.5,0,2.5,0,0.5,0,0,0,0,5,0.5
ENSDARG00000098200,41,14,15,8,16,0,3,9.5,71,32,0,16
ENSDARG00000098201,357,1203.5,693,2644,306,2823,416,1260,1440,3743,527,2219.5
ENSDARG00000098202,0,0,0,0,0,0,0,6.5,0,0,0,0
ENSDARG00000098203,0,0,0,21.5,0,0,0,7,17,0,15,5
ENSDARG00000098204,77,369,49,166.5,44,174,43,80,154,374.5,44,292.5
ENSDARG00000098205,8,0,0,9,2,0,0,0,0,0,0,2
ENSDARG00000098206,85,247,41,77.5,7,156.5,5,40.5,130,139.5,60,103
ENSDARG00000098208,34,11,23,18,39,29.5,61,18.5,59,59.5,4,25.5
ENSDARG00000098209,45,20,36,102,98,226.5,57,24.5,97,237.5,32,125.5
ENSDARG00000098211,298,1022.5,249,221,224,613,213,177,401,380,181,377
ENSDARG00000098212,0,14,1,3,5,0,19,9,14,10.5,13,28.5
ENSDARG00000098213,0,25,0,0,0,0,0,0,0,0,9,0
ENSDARG00000098214,8,17.5,16,89,42,572,22,114,216,476.5,56,292
ENSDARG00000098215,1026,1307.5,1537,945.5,694,1540,701,527.5,2868,1478.5,1267,1609.5
ENSDARG00000098216,0,0,0,0,0,0,0,0,0,5,0,4.5
ENSDARG00000098217,0,0,0,0,0,0,2,0,0,0,0,0
ENSDARG00000098218,0,11,33,4.5,5,129.5,1,6,14,20.5,10,17.5
ENSDARG00000098220,20,36,10,8.5,7,40.5,9,20.5,29,38.5,7,29.5
ENSDARG00000098221,302,69.5,565,148.5,121,346.5,149,74.5,712,130.5,169,82.5
ENSDARG00000098222,17,61,56,207.5,96,304,36,142.5,106,366.5,43,367
ENSDARG00000098223,8,9.5,16,16,9,101.5,1,26,33,0.5,1,32.5
ENSDARG00000098224,130,464.5,313,686,228,686,184,410,896,1063.5,393,901
ENSDARG00000098226,54,0,482,150,226,373.5,113,51,1139,85,285,102
ENSDARG00000098228,2064,4754.5,1789,2031.5,1131,3785.5,855,1249,3361,3364.5,1889,3704.5
ENSDARG00000098229,0,0,0,0,0,0,0,1,0,0,0,0
ENSDARG00000098230,15,9.5,24,8.5,8,29.5,19,16.5,62,1,20,13
ENSDARG00000098231,26,110,0,6.5,0,63,4,0.5,0,56,0,39
ENSDARG00000098233,1192,1021,848,288,446,441,550,162.5,1216,249.5,447,209
ENSDARG00000098235,119,195.5,131,137,65,55,58,103,233,255.5,97,127
ENSDARG00000098236,2,0.5,0,0,4,0,0,0.5,1,2,5,5
ENSDARG00000098237,2416,7935.5,3535,4945.5,3957,3085.5,3630,771.5,7716,2089,4090,4363
ENSDARG00000098239,172,17,105,9.5,83,179.5,55,76,143,64,31,28
ENSDARG00000098240,976,1674,3006,1025.5,730,1369.5,1722,477.5,6574,625.5,2757,820
ENSDARG00000098241,186,262.5,75,90,70,227,41,43.5,140,244,17,98
ENSDARG00000098242,86,82,117,318,26,322.5,112,168.5,210,343.5,142,467.5
ENSDARG00000098243,7,0,0,0,0,0,0,0,5,0,0,2
ENSDARG00000098244,1,0,13,12,1,30.5,19,0,32,6,4,3
ENSDARG00000098245,0,0,21,41,0,0,0,6,0,0,12,17
ENSDARG00000098247,92,177,61,37.5,22,87,76,38,146,62.5,48,97.5
ENSDARG00000098248,124,158.5,57,78.5,58,276.5,32,45.5,121,69.5,3,69.5
ENSDARG00000098249,0,0,14,0,15,0,0,0,32,2.5,0,2.5
ENSDARG00000098250,126,345,235,463.5,156,599.5,307,296,436,705.5,175,649.5
ENSDARG00000098252,0,17,22,3.5,1,55.5,35,23.5,218,11,71,12.5
ENSDARG00000098253,0,5.5,2,18.5,8,0,0,0,36,0,2,12.5
ENSDARG00000098256,0,0,0,0,15,0,0,12,4,0,0,11
ENSDARG00000098257,43,0,35,110.5,53,21.5,71,44,342,63.5,127,73.5
ENSDARG00000098258,28,21,206,48,121,295,154,93.5,726,134.5,90,78.5
ENSDARG00000098260,2,6,13,11,0,0,15,0,8,18.5,0,0
ENSDARG00000098261,32,9,45,603,30,494.5,81,428.5,96,979.5,39,316.5
ENSDARG00000098263,0,0,4,0,14,40,0,0,34,0,4,0
ENSDARG00000098264,5,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000098265,54,63,46,24.5,59,131.5,19,24.5,33,59.5,51,44
ENSDARG00000098267,0,0,0,0,0,0,0,7.5,0,10.5,0,0
ENSDARG00000098268,1,0,18,4.5,3,0,4,0.5,40,31.5,27,17.5
ENSDARG00000098269,7,15.5,10,4,32,67,4,20.5,185,38,20,0
ENSDARG00000098270,26,0.5,3,11,16,36,44,13,29,0,15,49
ENSDARG00000098271,0,0,0,0,0,0,0,0,0,13,4,7
ENSDARG00000098272,2451,3458,3369,3039,1342,3657,2018,1623.5,6190,3798,2783,3571.5
ENSDARG00000098273,400,541.5,381,773.5,236,1022,411,569.5,892,909.5,377,987.5
ENSDARG00000098274,0,1,0,0,0,0,0,0,0,0,0,0
ENSDARG00000098275,0,19,0,0,10,0,0,0,7,3.5,5,0
ENSDARG00000098277,4,0,8,0,6,0,16,0,33,0,21,0
ENSDARG00000098278,0,0,5,4,21,2.5,8,11.5,6,5.5,1,10
ENSDARG00000098279,7,29,14,14.5,14,50,1,14,17,47.5,43,28
ENSDARG00000098280,527,1289,1120,1367,523,1582.5,705,523.5,2078,1614,787,1310
ENSDARG00000098281,30,10.5,7,28.5,12,143.5,45,20,15,79.5,18,16
ENSDARG00000098283,0,5,1,1,0,2.5,0,0.5,16,1.5,0,1.5
ENSDARG00000098284,3,2.5,15,18.5,0,0,15,1.5,30,0.5,35,14.5
ENSDARG00000098286,30,47,45,192,29,254.5,35,179.5,60,217.5,50,232.5
